"t";"m";"s";"T"
0 ; 49 ; 22 ; 67.44
0 ; 49 ; 24 ; 67.44
0 ; 49 ; 26 ; 67.44
0 ; 49 ; 27 ; 67.44
0 ; 49 ; 29 ; 67.44
0 ; 49 ; 31 ; 67.37
0 ; 49 ; 33 ; 67.37
0 ; 49 ; 35 ; 67.37
0 ; 49 ; 36 ; 67.37
0 ; 49 ; 38 ; 67.37
0 ; 49 ; 40 ; 67.37
0 ; 49 ; 42 ; 67.31
0 ; 49 ; 43 ; 67.31
0 ; 49 ; 45 ; 67.31
0 ; 49 ; 47 ; 67.31
0 ; 49 ; 49 ; 67.25
0 ; 49 ; 51 ; 67.25
0 ; 49 ; 52 ; 67.25
0 ; 49 ; 54 ; 67.25
0 ; 49 ; 56 ; 67.25
0 ; 49 ; 58 ; 67.25
0 ; 49 ; 59 ; 67.25
0 ; 50 ; 1 ; 67.19
0 ; 50 ; 3 ; 67.19
0 ; 50 ; 5 ; 67.19
0 ; 50 ; 7 ; 67.19
0 ; 50 ; 8 ; 67.19
0 ; 50 ; 10 ; 67.12
0 ; 50 ; 12 ; 67.12
0 ; 50 ; 14 ; 67.12
0 ; 50 ; 15 ; 67.12
0 ; 50 ; 17 ; 67.12
0 ; 50 ; 19 ; 67.12
0 ; 50 ; 21 ; 67.12
0 ; 50 ; 23 ; 67.06
0 ; 50 ; 24 ; 67.06
0 ; 50 ; 26 ; 67.06
0 ; 50 ; 28 ; 67.06
0 ; 50 ; 30 ; 67.06
0 ; 50 ; 32 ; 67.06
0 ; 50 ; 33 ; 67.00
0 ; 50 ; 35 ; 67.00
0 ; 50 ; 37 ; 67.00
0 ; 50 ; 39 ; 67.00
0 ; 50 ; 40 ; 67.00
0 ; 50 ; 42 ; 66.94
0 ; 50 ; 44 ; 66.94
0 ; 50 ; 46 ; 66.94
0 ; 50 ; 48 ; 66.94
0 ; 50 ; 49 ; 66.94
0 ; 50 ; 51 ; 66.94
0 ; 50 ; 53 ; 66.87
0 ; 50 ; 55 ; 66.87
0 ; 50 ; 56 ; 66.87
0 ; 50 ; 58 ; 66.87
0 ; 51 ; 0 ; 66.87
0 ; 51 ; 2 ; 66.87
0 ; 51 ; 4 ; 66.81
0 ; 51 ; 5 ; 66.81
0 ; 51 ; 7 ; 66.81
0 ; 51 ; 9 ; 66.81
0 ; 51 ; 11 ; 66.81
0 ; 51 ; 12 ; 66.81
0 ; 51 ; 14 ; 66.81
0 ; 51 ; 16 ; 66.75
0 ; 51 ; 18 ; 66.75
0 ; 51 ; 20 ; 66.75
0 ; 51 ; 21 ; 66.75
0 ; 51 ; 23 ; 66.75
0 ; 51 ; 25 ; 66.69
0 ; 51 ; 27 ; 66.69
0 ; 51 ; 28 ; 66.69
0 ; 51 ; 30 ; 66.69
0 ; 51 ; 32 ; 66.69
0 ; 51 ; 34 ; 66.69
0 ; 51 ; 36 ; 66.62
0 ; 51 ; 37 ; 66.62
0 ; 51 ; 39 ; 66.62
0 ; 51 ; 41 ; 66.62
0 ; 51 ; 43 ; 66.62
0 ; 51 ; 44 ; 66.62
0 ; 51 ; 46 ; 66.56
0 ; 51 ; 48 ; 66.56
0 ; 51 ; 50 ; 66.56
0 ; 51 ; 52 ; 66.56
0 ; 51 ; 53 ; 66.56
0 ; 51 ; 55 ; 66.56
0 ; 51 ; 57 ; 66.50
0 ; 51 ; 59 ; 66.50
0 ; 52 ; 1 ; 66.50
0 ; 52 ; 2 ; 66.50
0 ; 52 ; 4 ; 66.50
0 ; 52 ; 6 ; 66.50
0 ; 52 ; 8 ; 66.50
0 ; 52 ; 9 ; 66.44
0 ; 52 ; 11 ; 66.44
0 ; 52 ; 13 ; 66.44
0 ; 52 ; 15 ; 66.44
0 ; 52 ; 17 ; 66.44
0 ; 52 ; 18 ; 66.44
0 ; 52 ; 20 ; 66.37
0 ; 52 ; 22 ; 66.37
0 ; 52 ; 24 ; 66.37
0 ; 52 ; 25 ; 66.37
0 ; 52 ; 27 ; 66.37
0 ; 52 ; 29 ; 66.31
0 ; 52 ; 31 ; 66.31
0 ; 52 ; 33 ; 66.31
0 ; 52 ; 34 ; 66.31
0 ; 52 ; 36 ; 66.31
0 ; 52 ; 38 ; 66.31
0 ; 52 ; 40 ; 66.25
0 ; 52 ; 41 ; 66.25
0 ; 52 ; 43 ; 66.25
0 ; 52 ; 45 ; 66.25
0 ; 52 ; 47 ; 66.25
0 ; 52 ; 49 ; 66.25
0 ; 52 ; 50 ; 66.25
0 ; 52 ; 52 ; 66.19
0 ; 52 ; 54 ; 66.19
0 ; 52 ; 56 ; 66.19
0 ; 52 ; 57 ; 66.19
0 ; 52 ; 59 ; 66.19
0 ; 53 ; 1 ; 66.19
0 ; 53 ; 3 ; 66.12
0 ; 53 ; 5 ; 66.12
0 ; 53 ; 6 ; 66.12
0 ; 53 ; 8 ; 66.12
0 ; 53 ; 10 ; 66.12
0 ; 53 ; 12 ; 66.12
0 ; 53 ; 13 ; 66.06
0 ; 53 ; 15 ; 66.06
0 ; 53 ; 17 ; 66.06
0 ; 53 ; 19 ; 66.06
0 ; 53 ; 21 ; 66.06
0 ; 53 ; 22 ; 66.00
0 ; 53 ; 24 ; 66.00
0 ; 53 ; 26 ; 66.00
0 ; 53 ; 28 ; 66.00
0 ; 53 ; 30 ; 66.00
0 ; 53 ; 31 ; 66.00
0 ; 53 ; 33 ; 66.00
0 ; 53 ; 35 ; 65.94
0 ; 53 ; 37 ; 65.94
0 ; 53 ; 38 ; 65.94
0 ; 53 ; 40 ; 65.94
0 ; 53 ; 42 ; 65.94
0 ; 53 ; 44 ; 65.87
0 ; 53 ; 46 ; 65.87
0 ; 53 ; 47 ; 65.87
0 ; 53 ; 49 ; 65.87
0 ; 53 ; 51 ; 65.87
0 ; 53 ; 53 ; 65.87
0 ; 53 ; 54 ; 65.87
0 ; 53 ; 56 ; 65.81
0 ; 53 ; 58 ; 65.81
0 ; 54 ; 0 ; 65.81
0 ; 54 ; 2 ; 65.81
0 ; 54 ; 3 ; 65.81
0 ; 54 ; 5 ; 65.81
0 ; 54 ; 7 ; 65.75
0 ; 54 ; 9 ; 65.75
0 ; 54 ; 10 ; 65.75
0 ; 54 ; 12 ; 65.75
0 ; 54 ; 14 ; 65.75
0 ; 54 ; 16 ; 65.75
0 ; 54 ; 18 ; 65.75
0 ; 54 ; 19 ; 65.69
0 ; 54 ; 21 ; 65.69
0 ; 54 ; 23 ; 65.69
0 ; 54 ; 25 ; 65.69
0 ; 54 ; 26 ; 65.69
0 ; 54 ; 28 ; 65.62
0 ; 54 ; 30 ; 65.62
0 ; 54 ; 32 ; 65.62
0 ; 54 ; 34 ; 65.62
0 ; 54 ; 35 ; 65.62
0 ; 54 ; 37 ; 65.62
0 ; 54 ; 39 ; 65.62
0 ; 54 ; 41 ; 65.56
0 ; 54 ; 42 ; 65.56
0 ; 54 ; 44 ; 65.56
0 ; 54 ; 46 ; 65.56
0 ; 54 ; 48 ; 65.56
0 ; 54 ; 50 ; 65.56
0 ; 54 ; 51 ; 65.50
0 ; 54 ; 53 ; 65.50
0 ; 54 ; 55 ; 65.50
0 ; 54 ; 57 ; 65.50
0 ; 54 ; 59 ; 65.50
0 ; 55 ; 0 ; 65.50
0 ; 55 ; 2 ; 65.50
0 ; 55 ; 4 ; 65.44
0 ; 55 ; 6 ; 65.44
0 ; 55 ; 7 ; 65.44
0 ; 55 ; 9 ; 65.44
0 ; 55 ; 11 ; 65.44
0 ; 55 ; 13 ; 65.44
0 ; 55 ; 15 ; 65.37
0 ; 55 ; 16 ; 65.37
0 ; 55 ; 18 ; 65.37
0 ; 55 ; 20 ; 65.37
0 ; 55 ; 22 ; 65.37
0 ; 55 ; 23 ; 65.37
0 ; 55 ; 25 ; 65.31
0 ; 55 ; 27 ; 65.31
0 ; 55 ; 29 ; 65.31
0 ; 55 ; 31 ; 65.31
0 ; 55 ; 32 ; 65.31
0 ; 55 ; 34 ; 65.31
0 ; 55 ; 36 ; 65.25
0 ; 55 ; 38 ; 65.25
0 ; 55 ; 39 ; 65.25
0 ; 55 ; 41 ; 65.25
0 ; 55 ; 43 ; 65.25
0 ; 55 ; 45 ; 65.25
0 ; 55 ; 47 ; 65.19
0 ; 55 ; 48 ; 65.19
0 ; 55 ; 50 ; 65.19
0 ; 55 ; 52 ; 65.19
0 ; 55 ; 54 ; 65.19
0 ; 55 ; 55 ; 65.19
0 ; 55 ; 57 ; 65.12
0 ; 55 ; 59 ; 65.12
0 ; 56 ; 1 ; 65.12
0 ; 56 ; 3 ; 65.12
0 ; 56 ; 4 ; 65.12
0 ; 56 ; 6 ; 65.12
0 ; 56 ; 8 ; 65.06
0 ; 56 ; 10 ; 65.06
0 ; 56 ; 11 ; 65.06
0 ; 56 ; 13 ; 65.06
0 ; 56 ; 15 ; 65.06
0 ; 56 ; 17 ; 65.06
0 ; 56 ; 19 ; 65.06
0 ; 56 ; 20 ; 65.00
0 ; 56 ; 22 ; 65.00
0 ; 56 ; 24 ; 65.00
0 ; 56 ; 26 ; 65.00
0 ; 56 ; 27 ; 65.00
0 ; 56 ; 29 ; 65.00
0 ; 56 ; 31 ; 65.00
0 ; 56 ; 33 ; 64.94
0 ; 56 ; 35 ; 64.94
0 ; 56 ; 36 ; 64.94
0 ; 56 ; 38 ; 64.94
0 ; 56 ; 40 ; 64.94
0 ; 56 ; 42 ; 64.87
0 ; 56 ; 44 ; 64.94
0 ; 56 ; 45 ; 64.87
0 ; 56 ; 47 ; 64.87
0 ; 56 ; 49 ; 64.87
0 ; 56 ; 51 ; 64.87
0 ; 56 ; 52 ; 64.87
0 ; 56 ; 54 ; 64.87
0 ; 56 ; 56 ; 64.81
0 ; 56 ; 58 ; 64.81
0 ; 57 ; 0 ; 64.81
0 ; 57 ; 1 ; 64.81
0 ; 57 ; 3 ; 64.75
0 ; 57 ; 5 ; 64.81
0 ; 57 ; 7 ; 64.75
0 ; 57 ; 8 ; 64.75
0 ; 57 ; 10 ; 64.75
0 ; 57 ; 12 ; 64.75
0 ; 57 ; 14 ; 64.75
0 ; 57 ; 16 ; 64.69
0 ; 57 ; 17 ; 64.69
0 ; 57 ; 19 ; 64.69
0 ; 57 ; 21 ; 64.69
0 ; 57 ; 23 ; 64.69
0 ; 57 ; 24 ; 64.69
0 ; 57 ; 26 ; 64.69
0 ; 57 ; 28 ; 64.62
0 ; 57 ; 30 ; 64.62
0 ; 57 ; 32 ; 64.62
0 ; 57 ; 33 ; 64.62
0 ; 57 ; 35 ; 64.62
0 ; 57 ; 37 ; 64.62
0 ; 57 ; 39 ; 64.62
0 ; 57 ; 40 ; 64.56
0 ; 57 ; 42 ; 64.56
0 ; 57 ; 44 ; 64.56
0 ; 57 ; 46 ; 64.56
0 ; 57 ; 48 ; 64.56
0 ; 57 ; 49 ; 64.50
0 ; 57 ; 51 ; 64.56
0 ; 57 ; 53 ; 64.50
0 ; 57 ; 55 ; 64.50
0 ; 57 ; 56 ; 64.50
0 ; 57 ; 58 ; 64.50
0 ; 58 ; 0 ; 64.50
0 ; 58 ; 2 ; 64.50
0 ; 58 ; 4 ; 64.44
0 ; 58 ; 5 ; 64.44
0 ; 58 ; 7 ; 64.44
0 ; 58 ; 9 ; 64.44
0 ; 58 ; 11 ; 64.44
0 ; 58 ; 13 ; 64.44
0 ; 58 ; 14 ; 64.37
0 ; 58 ; 16 ; 64.37
0 ; 58 ; 18 ; 64.37
0 ; 58 ; 20 ; 64.37
0 ; 58 ; 21 ; 64.37
0 ; 58 ; 23 ; 64.37
0 ; 58 ; 25 ; 64.31
0 ; 58 ; 27 ; 64.31
0 ; 58 ; 29 ; 64.31
0 ; 58 ; 30 ; 64.31
0 ; 58 ; 32 ; 64.31
0 ; 58 ; 34 ; 64.31
0 ; 58 ; 36 ; 64.31
0 ; 58 ; 37 ; 64.25
0 ; 58 ; 39 ; 64.25
0 ; 58 ; 41 ; 64.25
0 ; 58 ; 43 ; 64.25
0 ; 58 ; 45 ; 64.25
0 ; 58 ; 46 ; 64.25
0 ; 58 ; 48 ; 64.19
0 ; 58 ; 50 ; 64.19
0 ; 58 ; 52 ; 64.19
0 ; 58 ; 53 ; 64.19
0 ; 58 ; 55 ; 64.19
0 ; 58 ; 57 ; 64.19
0 ; 58 ; 59 ; 64.19
0 ; 59 ; 1 ; 64.12
0 ; 59 ; 2 ; 64.12
0 ; 59 ; 4 ; 64.12
0 ; 59 ; 6 ; 64.12
0 ; 59 ; 8 ; 64.12
0 ; 59 ; 9 ; 64.12
0 ; 59 ; 11 ; 64.06
0 ; 59 ; 13 ; 64.06
0 ; 59 ; 15 ; 64.06
0 ; 59 ; 17 ; 64.06
0 ; 59 ; 18 ; 64.06
0 ; 59 ; 20 ; 64.06
0 ; 59 ; 22 ; 64.00
0 ; 59 ; 24 ; 64.00
0 ; 59 ; 25 ; 64.00
0 ; 59 ; 27 ; 64.00
0 ; 59 ; 29 ; 64.00
0 ; 59 ; 31 ; 64.00
0 ; 59 ; 33 ; 64.00
0 ; 59 ; 34 ; 63.94
0 ; 59 ; 36 ; 63.94
0 ; 59 ; 38 ; 63.94
0 ; 59 ; 40 ; 63.94
0 ; 59 ; 42 ; 63.94
0 ; 59 ; 43 ; 63.94
0 ; 59 ; 45 ; 63.94
0 ; 59 ; 47 ; 63.88
0 ; 59 ; 49 ; 63.88
0 ; 59 ; 50 ; 63.88
0 ; 59 ; 52 ; 63.88
0 ; 59 ; 54 ; 63.88
0 ; 59 ; 56 ; 63.88
0 ; 59 ; 58 ; 63.81
0 ; 59 ; 59 ; 63.81
1 ; 0 ; 1 ; 63.81
1 ; 0 ; 3 ; 63.81
1 ; 0 ; 5 ; 63.81
1 ; 0 ; 6 ; 63.81
1 ; 0 ; 8 ; 63.81
1 ; 0 ; 10 ; 63.75
1 ; 0 ; 12 ; 63.75
1 ; 0 ; 14 ; 63.75
1 ; 0 ; 15 ; 63.75
1 ; 0 ; 17 ; 63.75
1 ; 0 ; 19 ; 63.75
1 ; 0 ; 21 ; 63.75
1 ; 0 ; 22 ; 63.69
1 ; 0 ; 24 ; 63.69
1 ; 0 ; 26 ; 63.69
1 ; 0 ; 28 ; 63.69
1 ; 0 ; 30 ; 63.69
1 ; 0 ; 31 ; 63.69
1 ; 0 ; 33 ; 63.63
1 ; 0 ; 35 ; 63.63
1 ; 0 ; 37 ; 63.63
1 ; 0 ; 38 ; 63.63
1 ; 0 ; 40 ; 63.63
1 ; 0 ; 42 ; 63.63
1 ; 0 ; 44 ; 63.56
1 ; 0 ; 46 ; 63.56
1 ; 0 ; 47 ; 63.56
1 ; 0 ; 49 ; 63.56
1 ; 0 ; 51 ; 63.56
1 ; 0 ; 53 ; 63.56
1 ; 0 ; 54 ; 63.56
1 ; 0 ; 56 ; 63.50
1 ; 0 ; 58 ; 63.50
1 ; 1 ; 0 ; 63.50
1 ; 1 ; 2 ; 63.50
1 ; 1 ; 3 ; 63.50
1 ; 1 ; 5 ; 63.50
1 ; 1 ; 7 ; 63.50
1 ; 1 ; 9 ; 63.44
1 ; 1 ; 11 ; 63.44
1 ; 1 ; 12 ; 63.44
1 ; 1 ; 14 ; 63.44
1 ; 1 ; 16 ; 63.44
1 ; 1 ; 18 ; 63.44
1 ; 1 ; 19 ; 63.44
1 ; 1 ; 21 ; 63.38
1 ; 1 ; 23 ; 63.38
1 ; 1 ; 25 ; 63.38
1 ; 1 ; 27 ; 63.38
1 ; 1 ; 28 ; 63.38
1 ; 1 ; 30 ; 63.38
1 ; 1 ; 32 ; 63.38
1 ; 1 ; 34 ; 63.31
1 ; 1 ; 35 ; 63.31
1 ; 1 ; 37 ; 63.31
1 ; 1 ; 39 ; 63.31
1 ; 1 ; 41 ; 63.31
1 ; 1 ; 43 ; 63.31
1 ; 1 ; 44 ; 63.25
1 ; 1 ; 46 ; 63.25
1 ; 1 ; 48 ; 63.25
1 ; 1 ; 50 ; 63.25
1 ; 1 ; 51 ; 63.25
1 ; 1 ; 53 ; 63.25
1 ; 1 ; 55 ; 63.19
1 ; 1 ; 57 ; 63.19
1 ; 1 ; 59 ; 63.19
1 ; 2 ; 0 ; 63.19
1 ; 2 ; 2 ; 63.19
1 ; 2 ; 4 ; 63.19
1 ; 2 ; 6 ; 63.19
1 ; 2 ; 7 ; 63.13
1 ; 2 ; 9 ; 63.13
1 ; 2 ; 11 ; 63.13
1 ; 2 ; 13 ; 63.13
1 ; 2 ; 15 ; 63.13
1 ; 2 ; 16 ; 63.13
1 ; 2 ; 18 ; 63.13
1 ; 2 ; 20 ; 63.06
1 ; 2 ; 22 ; 63.06
1 ; 2 ; 23 ; 63.06
1 ; 2 ; 25 ; 63.06
1 ; 2 ; 27 ; 63.06
1 ; 2 ; 29 ; 63.06
1 ; 2 ; 31 ; 63.00
1 ; 2 ; 32 ; 63.00
1 ; 2 ; 34 ; 63.00
1 ; 2 ; 36 ; 63.00
1 ; 2 ; 38 ; 63.00
1 ; 2 ; 39 ; 63.00
1 ; 2 ; 41 ; 63.00
1 ; 2 ; 43 ; 62.94
1 ; 2 ; 45 ; 62.94
1 ; 2 ; 47 ; 62.94
1 ; 2 ; 48 ; 62.94
1 ; 2 ; 50 ; 62.94
1 ; 2 ; 52 ; 62.94
1 ; 2 ; 54 ; 62.94
1 ; 2 ; 56 ; 62.94
1 ; 2 ; 57 ; 62.88
1 ; 2 ; 59 ; 62.88
1 ; 3 ; 1 ; 62.88
1 ; 3 ; 3 ; 62.88
1 ; 3 ; 4 ; 62.88
1 ; 3 ; 6 ; 62.88
1 ; 3 ; 8 ; 62.81
1 ; 3 ; 10 ; 62.81
1 ; 3 ; 12 ; 62.81
